TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
1614794345241,4273,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794345241,4273,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,353.6429
1614794345241,4273,FRONT-eval,345,person,-34.8556,7.8294,1.0233,284.0346
1614794345520,4323,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794345520,4323,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,353.6392
1614794345520,4323,FRONT-eval,345,person,-34.9161,7.8420,1.0233,282.2191
1614794345854,4373,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,353.8069
1614794345854,4373,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,438.1229
1614794345854,4373,FRONT-eval,345,person,-34.9768,7.8538,1.0233,106.9778
1614794346188,4423,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,438.1229
1614794346188,4423,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,349.0960
1614794346188,4423,FRONT-eval,345,person,-35.0374,7.8661,1.0233,107.9896
1614794346532,4473,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794346532,4473,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,349.0941
1614794346533,4473,FRONT-eval,345,person,-35.0982,7.8776,1.0233,276.7808
1614794346874,4523,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794346875,4523,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,349.0914
1614794346875,4523,FRONT-eval,345,person,-35.1589,7.8895,1.0233,274.9848
1614794347179,4573,FRONT-eval,345,person,-35.2197,7.9007,1.0233,273.1831
1614794347179,4573,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794347179,4573,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,344.5794
1614794347500,4623,FRONT-eval,345,person,-35.2805,7.9123,1.0233,271.3961
1614794347500,4623,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794347500,4623,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,344.5757
1614794347789,4673,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,339.4690
1614794347789,4673,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794347789,4673,FRONT-eval,345,person,-35.3415,7.9232,1.0233,267.0945
1614794348131,4723,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,438.1229
1614794348131,4723,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,335.8106
1614794348131,4723,FRONT-eval,345,person,-35.4023,7.9346,1.0233,114.1578
1614794348478,4773,FRONT-eval,345,person,-35.4633,7.9451,1.0233,113.3270
1614794348478,4773,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,330.6005
1614794348478,4773,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,439.5754
1614794348846,4823,FRONT-eval,345,person,-35.5243,7.9562,1.0233,261.7509
1614794348846,4823,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9424
1614794348846,4823,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,331.3884
1614794349171,4873,FRONT-eval,273,vehicle,-53.0598,3.4902,-0.0326,330.1898
1614794349171,4873,FRONT-eval,280,vehicle,-30.2184,-0.0013,0.0086,3.5361
1614794349171,4873,FRONT-eval,345,person,-35.5854,7.9664,1.0233,253.3713
1614794349540,4923,FRONT-eval,280,vehicle,-30.2419,-0.0034,0.0089,430.4412
1614794349540,4923,FRONT-eval,273,vehicle,-52.9612,3.4918,-0.0356,327.5203
1614794349540,4923,FRONT-eval,345,person,-35.6254,7.9782,1.0237,116.5310
1614794349864,4973,FRONT-eval,273,vehicle,-52.7997,3.4952,-0.0386,319.2025
1614794349864,4973,FRONT-eval,280,vehicle,-30.2608,-0.0054,0.0094,3.4785
1614794349864,4973,FRONT-eval,345,person,-35.6363,7.9908,1.0241,246.4961
1614794350246,5023,FRONT-eval,280,vehicle,-30.2761,-0.0075,0.0098,3.8396
1614794350246,5023,FRONT-eval,345,person,-35.6209,8.0055,1.0245,238.7337
1614794350246,5023,FRONT-eval,273,vehicle,-52.5876,3.5003,-0.0409,314.5979
1614794350503,5073,FRONT-eval,280,vehicle,-30.2894,-0.0085,0.0100,3.7608
1614794350503,5073,FRONT-eval,345,person,-35.5825,8.0210,1.0248,0.0079
1614794350503,5073,FRONT-eval,273,vehicle,-52.3358,3.5072,-0.0424,1000000.0000
1614794350910,5123,FRONT-eval,280,vehicle,-30.3017,-0.0097,0.0102,3.7953
1614794350910,5123,FRONT-eval,345,person,-35.5236,8.0375,1.0250,230.2815
1614794350910,5123,FRONT-eval,273,vehicle,-52.0526,3.5140,-0.0428,299.7821
1614794351167,5173,FRONT-eval,280,vehicle,-30.3140,-0.0113,0.0103,3.3870
1614794351167,5173,FRONT-eval,345,person,-35.4473,8.0541,1.0250,0.0156
1614794351167,5173,FRONT-eval,273,vehicle,-51.7442,3.5215,-0.0425,1000000.0000
1614794351504,5223,FRONT-eval,280,vehicle,-30.3271,-0.0108,0.0102,3.5384
1614794351504,5223,FRONT-eval,273,vehicle,-51.4144,3.5289,-0.0415,280.2141
1614794351504,5223,FRONT-eval,345,person,-35.3557,8.0712,1.0250,218.8415
1614794351840,5273,FRONT-eval,280,vehicle,-30.3414,-0.0105,0.0102,3.7452
1614794351841,5273,FRONT-eval,273,vehicle,-51.0661,3.5340,-0.0403,274.3652
1614794351841,5273,FRONT-eval,345,person,-35.2515,8.0854,1.0249,212.0428
1614794352186,5323,FRONT-eval,280,vehicle,-30.3571,-0.0110,0.0101,3.5235
1614794352186,5323,FRONT-eval,273,vehicle,-50.7016,3.5393,-0.0389,264.6749
1614794352186,5323,FRONT-eval,345,person,-35.1365,8.1005,1.0248,205.4089
1614794352497,5373,FRONT-eval,280,vehicle,-30.3739,-0.0120,0.0099,3.8324
1614794352497,5373,FRONT-eval,273,vehicle,-50.3231,3.5453,-0.0375,257.1472
1614794352497,5373,FRONT-eval,345,person,-35.0128,8.1157,1.0247,198.9214
1614794352831,5423,FRONT-eval,280,vehicle,-30.3916,-0.0124,0.0098,3.6896
1614794352831,5423,FRONT-eval,273,vehicle,-49.9326,3.5521,-0.0363,251.1058
1614794352831,5423,FRONT-eval,345,person,-34.8821,8.1323,1.0245,192.5380
1614794353109,5473,FRONT-eval,280,vehicle,-30.4097,-0.0130,0.0097,3.5581
1614794353109,5473,FRONT-eval,345,person,-34.7457,8.1485,1.0244,1000000.0000
1614794353109,5473,FRONT-eval,273,vehicle,-49.5321,3.5590,-0.0352,1000000.0000
1614794353438,5523,FRONT-eval,280,vehicle,-30.4274,-0.0137,0.0095,3.4456
1614794353438,5523,FRONT-eval,273,vehicle,-49.1231,3.5660,-0.0343,234.5005
1614794353439,5523,FRONT-eval,345,person,-34.6046,8.1656,1.0243,178.5831
1614794353788,5573,FRONT-eval,280,vehicle,-30.4443,-0.0144,0.0094,3.8525
1614794353788,5573,FRONT-eval,273,vehicle,-48.7071,3.5734,-0.0336,229.1844
1614794353788,5573,FRONT-eval,345,person,-34.4622,8.1835,1.0241,172.5425
1614794354109,5623,FRONT-eval,280,vehicle,-30.4599,-0.0151,0.0093,3.7183
1614794354109,5623,FRONT-eval,273,vehicle,-48.2852,3.5809,-0.0330,218.8807
1614794354109,5623,FRONT-eval,345,person,-34.3168,8.2016,1.0240,160.2672
1614794354488,5673,FRONT-eval,280,vehicle,-30.4742,-0.0158,0.0092,3.6647
1614794354488,5673,FRONT-eval,345,person,-34.1688,8.2198,1.0239,161.9721
1614794354488,5673,FRONT-eval,273,vehicle,-47.8584,3.5885,-0.0325,213.4751
1614794354786,5723,FRONT-eval,280,vehicle,-30.4868,-0.0164,0.0091,3.5786
1614794354787,5723,FRONT-eval,345,person,-34.0187,8.2383,1.0238,149.8155
1614794354787,5723,FRONT-eval,273,vehicle,-47.4273,3.5963,-0.0321,204.3438
1614794355109,5773,FRONT-eval,280,vehicle,-30.4979,-0.0170,0.0091,3.4960
1614794355109,5773,FRONT-eval,273,vehicle,-46.9925,3.6043,-0.0319,198.5173
1614794355109,5773,FRONT-eval,345,person,-33.8667,8.2568,1.0237,149.4983
1614794355403,5823,FRONT-eval,280,vehicle,-30.5076,-0.0176,0.0090,3.8753
